conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
781,2603.02947v1,Acyclic sets and colorings in digraphs under restrictions on degrees and cycle lengths,http://arxiv.org/abs/2603.02947v1,https://arxiv.org/pdf/2603.02947v1,https://arxiv.org/e-print/2603.02947v1,version_03-03-2026.tex,145,146,"\label{conj:EH}{\emph{\cite{EH1989}}} For every graph $H$, there is $\varepsilon_H>0$ such that any graph $G$ on $n$ vertices which does not have $H$ as an induced subgraph satisfies $\max\{\alpha(G),\omega(G)\}\geq n^{\varepsilon_H}$.","For every graph $H$, there is $_H>0$ such that any graph $G$ on $n$ vertices which does not have $H$ as an induced subgraph satisfies $\ (G),(G)\ n^ _H $.",real_open_conjecture,0.99,0.9,0.95,"The classical Erdős–Hajnal conjecture — a flagship open problem in extremal graph theory whose resolution would have deep, far-reaching structural and theoretical consequences.",0.03,0.75,"Erdős–Hajnal is a decades-old, central open conjecture with many partial special-case results but no general method; full resolution in the next five years is unlikely.",gpt5mini-v5-open-exact-v1,The Erdős–Hajnal conjecture is cited as a central open problem; the paper does not claim a proof or disproof of the general conjecture.,Lines 145–146: Erdős–Hajnal conjecture stated. Line 142–143: described as one of the central questions in extremal graph theory (open).,2026-03-06T07:25:54Z
137,2602.22502v1,Weakening the Legendre Conjecture,http://arxiv.org/abs/2602.22502v1,https://arxiv.org/pdf/2602.22502v1,https://arxiv.org/e-print/2602.22502v1,legendre-riemann-arxiv.tex,568,571,"\label{conj:cramer}As $n \rightarrow \infty$, we have $p_{n + 1} - p_n = O
  (\log^2 (p_n))$.","As $n $, we have $p_ n + 1 - p_n = O (^2 (p_n))$.",real_open_conjecture,0.98,0.89,0.92,"Cramér's conjecture is a classical, deep prediction on prime gaps; resolving it would fundamentally reshape analytic number theory and probabilistic models of primes.",0.02,0.8,"Cramér's conjecture is a classic, decades-old prime-gap flagship problem with no clear imminent route to resolution; extremely unlikely to be settled within five years.",gpt5mini-v5-open-exact-v1,"Cramér's prime-gap conjecture is a famous, longstanding open problem; the paper cites it as unresolved and does not prove or refute it.","Lines 562-571: “This conjecture is another way to state ... While this is open, ... Specifically, Cramér conjectured ... p_{n+1}-p_n = O(\log^2(p_n)).”",2026-03-06T03:37:50Z
94,2602.23584v1,Cluster type varieties,http://arxiv.org/abs/2602.23584v1,https://arxiv.org/pdf/2602.23584v1,https://arxiv.org/e-print/2602.23584v1,main.tex,1611,1617,"\label{conj:geom-jordan}
There exists a constant $c(n)$, only depending on $n$, satisfying the following. 
Let $X$ be a $n$-dimensional rational variety. 
Let $G$ be a finite group acting on $X$. 
Then, there exists a normal abelian subgroup $A\leqslant G$ of index at most $c(n)$ with 
$A\leqslant \mathbb{G}_m^k \leqslant {\rm Bir}(X)$.","There exists a constant $c(n)$, only depending on $n$, satisfying the following. Let $X$ be a $n$-dimensional rational variety. Let $G$ be a finite group acting on $X$. Then, there exists a normal abelian subgroup $A G$ of index at most $c(n)$ with $A G_m^k Bir (X)$.",real_open_conjecture,0.96,0.8,0.75,A geometric Jordan property for the Cremona group would structurally constrain finite group actions on rational varieties in higher dimensions; important and central for birational group actions and classification problems.,0.18,0.45,"Proved in dimension two, open in dimension three+. There are partial geometric reductions (torus action on base) but known birationally rigid obstructions to lifting; substantial technical gaps remain, so near-term resolution seems unlikely.",gpt5mini-v5-open-exact-v1,"The paper presents this as the 'geometric Jordan property' conjecture, notes it was proved in dimension two, and explicitly states it remains open in dimension three and higher.",Lines 1611–1616: conjecture statement. Lines 1620–1621: 'This conjecture was proved in dimension two... The conjecture remains open in dimension three and higher.',2026-03-06T03:21:54Z
11,2603.01614v1,Mapping properties of the $S$-operator,http://arxiv.org/abs/2603.01614v1,https://arxiv.org/pdf/2603.01614v1,https://arxiv.org/e-print/2603.01614v1,sn-article.tex,209,211,"Suppose that $d \geq 2$ is an even integer and $E \subset \mathbb{F}_q^d$. If $|E| \geq Cq^{d/2}$ for a sufficiently large constant $C$ independent of $q$, then $|\Delta(E)| \gtrsim q$.","Suppose that $d 2$ is an even integer and $E F_q^d$. If $|E| Cq^ d/2 $ for a sufficiently large constant $C$ independent of $q$, then $|(E)| q$.",real_open_conjecture,0.95,0.78,0.7,"Finite-field Erdős–Falconer improvement in even dimensions (d/2 exponent). A longstanding, central discrete-geometric problem whose resolution would significantly advance restriction and distance set theory.",0.12,0.45,"Open for all even d≥2; resolving needs an ε-improvement in spherical L^2 restriction (tied to hard Kloosterman sum bounds). No viable methods known for d≥4, so near-term resolution unlikely.",gpt5mini-v5-open-exact-v1,This finite-field Erdős–Falconer distance conjecture for even dimensions is explicitly stated and the text says it remains open for all even dimensions.,"Lines 209-211: ""Conjecture: Suppose d≥2 even and E⊂F_q^d. If |E| ≥ C q^{d/2}... then |Δ(E)| ≳ q. This conjecture remains open for all even dimensions.""",2026-03-06T02:43:11Z
26,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,372,375,"There exists a smooth toroidal compactification $X\hookrightarrow \overline{X}$, a finite collection $(Y_i)_{i\in I}$ of codimension $g$ cycles supported in the boundary $\overline X\smallsetminus X$, and corrected special cycles $\widetilde{\cZ}(M)=\overline{\cZ}(M)+\sum_ia_i(M)Y_i$ for $a_i(M)\in \Q$, such that the generating series: \[\sum_{M\geq 0}[\widetilde{\cZ}(M)]q^M\in\mathrm{CH}^g\left(\overline X\right)\llbracket q \rrbracket\]
is a holomorphic Siegel modular form of weight $\frac{n+2}{2}$ with respect to $\mathrm{Sp}_{2g}(\Z)$.","There exists a smooth toroidal compactification $X X$, a finite collection $(Y_i)_ i I $ of codimension $g$ cycles supported in the boundary $ X X$, and corrected special cycles $(M)=(M)+_ia_i(M)Y_i$ for $a_i(M) $, such that the generating series: \[_ M 0 [(M)]q^M^g( X) q \] is a holomorphic Siegel modular form of weight $n+2 2 $ with respect to $Sp_ 2g ()$.",real_open_conjecture,0.95,0.8,0.8,"Core Kudla conjecture extending modularity of special-cycle generating series to toroidal compactifications; divisors and zero-cycles solved but general higher-codimension case remains open, with deep consequences for arithmetic geometry and automorphic–cycle relations.",0.25,0.45,"Kudla's compactification modularity has recent breakthroughs (divisors, zero-cycles, cohomology), but higher-codimension Chow-valued statement remains broad and technically deep—moderate near-term chance.",gpt5mini-v5-open-exact-v1,"Paper explicitly states the Kudla toroidal compactification conjecture remains open in general, with only divisor and zero-cycle cases recently solved.","“This conjecture is still open in general, but the case of divisors was solved recently ..., as well as the case of zero-cycles.”",2026-03-06T02:54:40Z
27,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,407,409,"There exists a smooth toroidal compactification $X\hookrightarrow \overline X$, a finite collection $(Y_i)_{i\in I}$ of codimension $gb$ cycles supported in the boundary $\overline X\smallsetminus X$, and corrected special cycles $\widetilde{\cZ}(M)=\overline{\cZ}(M)+\sum_ia_i(M)Y_i$ for $a_i(M)\in \Q$, such that the generating series: \[\sum_{M\geq 0}[\widetilde{\cZ}(M)]q^M\in\mathrm{CH}^{gb}(\overline X)\llbracket q\rrbracket\] is a holomorphic Hermitian modular form of weight $a+b$ with respect to $\mathrm{U}_{g,g}(\Z)$.","There exists a smooth toroidal compactification $X X$, a finite collection $(Y_i)_ i I $ of codimension $gb$ cycles supported in the boundary $ X X$, and corrected special cycles $(M)=(M)+_ia_i(M)Y_i$ for $a_i(M) $, such that the generating series: \[_ M 0 [(M)]q^M^ gb ( X) q\] is a holomorphic Hermitian modular form of weight $a+b$ with respect to $U_ g,g ()$.",real_open_conjecture,0.95,0.75,0.75,"Unitary analogue of Kudla’s compactification modularity conjecture; several low-dimensional cases settled, but general gb-codimension modularity is open. Resolving it would significantly advance modularity of cycles on unitary Shimura varieties within the Kudla program.",0.25,0.45,"Unitary analogue sees notable recent partial resolutions (several low-rank cases, cohomological advances), yet the full Chow-valued compactification conjecture is still wide and unlikely to be finished imminently.",gpt5mini-v5-open-exact-v1,"Authors state modularity of generating series valued in Chow is a major open problem; only special cases (e.g. g=b=1, some others) have been settled.","“The modularity of the generating series ... valued in the Chow group is still a major open problem; ... For g=b=1, this conjecture was settled ... and for g=a, b=1, it follows from recent work.”",2026-03-06T02:54:40Z
28,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,430,432,"\label{conj_An}
    The generating series $\Theta_{\cA_n}(q)$ is a holomorphic modular form of weight $2n$ with respect to $\mathrm{SL}_2(\Z)$, valued in $\CH^{n-1}(\cA_n)$.","The generating series $_ _n (q)$ is a holomorphic modular form of weight $2n$ with respect to $SL_2()$, valued in $^ n-1 (_n)$.",real_open_conjecture,0.95,0.52,0.7,"Modularity prediction for generating series of elliptic-factor special cycles on Siegel moduli A_n; partial cohomological evidence for small n exists. Important and nontrivial, but narrower in scope than the general Kudla compactification conjectures.",0.3,0.4,"Siegel-cycle modularity has concrete partial results for small genera and cohomology; but the general Chow-valued statement for all n remains difficult, giving a slightly higher but still modest near-term chance.",gpt5mini-v5-open-exact-v1,The Siegel-variety generating-series conjecture is presented as open in general; the paper records partial/cohomological results and proofs for low genus cases only.,“The following conjecture ... The generating series ... is a holomorphic modular form ... Partial progress on the cohomological version ... and ... it is proved for g≤5 (and g≤3 by other methods).”,2026-03-06T02:54:40Z
69,2602.24285v1,Untranscendable order types,http://arxiv.org/abs/2602.24285v1,https://arxiv.org/pdf/2602.24285v1,https://arxiv.org/e-print/2602.24285v1,untranscendable.tex,1485,1492,"\label{realtypeconj}
For every untranscendable linear order $\varphi$ at least one of the following three statements applies:
\begin{itemize}
\item $\varphi$ is strongly indecomposable,
\item $\varphi$ contains an uncountable real type,
\item $\varphi = 2$.
\end{itemize}","For every untranscendable linear order $$ at least one of the following three statements applies: itemize $$ is strongly indecomposable, $$ contains an uncountable real type, $ = 2$. itemize",real_open_conjecture,0.95,0.75,0.65,"A structural trichotomy for untranscendable linear orders would be a strong classification result in order theory, clarifying Baumgartner types and interacting with PFA—central within the subfield with clear structural consequences.",0.08,0.35,"Specialized set-theoretic/ordering problem; authors cite lack of structure theorem and reliance on PFA. Likely to remain independent or require deep consistency arguments, so low near-term solvability.",gpt5mini-v5-open-exact-v1,The paper explicitly poses this Trichotomy Conjecture in the 'Open Problems' section and does not prove it; it is presented as a still-open question (possibly assuming PFA).,"Lines 1485–1492: '\begin{conj}[The Trichotomy Conjecture (possibly assuming \PFA)] ... For every untranscendable linear order ... either strongly indecomposable, contains an uncountable real type, or =2.'",2026-03-06T03:12:56Z
70,2602.24239v1,Diamond Determinants and Somos Sequences,http://arxiv.org/abs/2602.24239v1,https://arxiv.org/pdf/2602.24239v1,https://arxiv.org/e-print/2602.24239v1,ddss-paper.tex,103,103,"\label{gre} Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and even order $n$ with $n = 2m + 2$. Then the matrix $s \times s$ is of diamond rank at most $2^m$.","Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and even order $n$ with $n = 2m + 2$. Then the matrix $s s$ is of diamond rank at most $2^m$.",real_open_conjecture,0.95,0.58,0.7,A general finite-rank bound for Gale–Robinson (even) orders extends low-order proofs and ties to integrability/cluster-algebra phenomena; meaningful to specialists but relatively specialized.,0.4,0.45,"Strong computational evidence and proofs for small n (≤7); authors outline invariant-based approach, so a concrete path exists though technically challenging for general n.",gpt5mini-v5-open-exact-v1,"The author states Conjecture \ref{gre} for higher even orders after proving low-order cases (6,7); it is presented as an unproven generalisation.","Lines 101–105,103: 'Below, we put forward two conjectures... Conjecture \label{gre} Let s be a Gale-Robinson sequence... matrix s×s is of diamond rank at most 2^m.'",2026-03-06T03:12:56Z
71,2602.24239v1,Diamond Determinants and Somos Sequences,http://arxiv.org/abs/2602.24239v1,https://arxiv.org/pdf/2602.24239v1,https://arxiv.org/e-print/2602.24239v1,ddss-paper.tex,105,105,"\label{gro} Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and odd order $n$ with $n = 2m + 3$. Then the matrix $s \times s$ is of half-diamond rank at most $2^m$.","Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and odd order $n$ with $n = 2m + 3$. Then the matrix $s s$ is of half-diamond rank at most $2^m$.",real_open_conjecture,0.95,0.58,0.7,"The odd-order analogue gives a half-diamond rank bound for Gale–Robinson sequences; similarly valuable for Somos sequence theory and integrability, but technical and domain-specific.",0.4,0.45,Analogous status to the even-order conjecture: proven for small n with experiments supporting general case; plausible but requires nontrivial extension of current methods.,gpt5mini-v5-open-exact-v1,The odd-order analogue Conjecture \ref{gro} is explicitly stated as a conjecture for higher orders; only small orders are proved in the paper.,"Lines 101–106,105: 'Conjecture \label{gro} Let s be a Gale-Robinson sequence... odd order n=2m+3. Then s×s is of half-diamond rank at most 2^m.'",2026-03-06T03:12:56Z
