conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
1397,2603.28936v1,Composition of random functions and word reconstruction,http://arxiv.org/abs/2603.28936v1,https://arxiv.org/pdf/2603.28936v1,https://arxiv.org/e-print/2603.28936v1,main.tex,3310,3315,"\label{conj:Schanuel}
	Let $n\geq 1$ and let $x_1,\dots,x_n\in \mathbb{C}$ be $\mathbb{Q}$-linearly independent. Then
	$$
	\trdeg \mathbb{Q}(x_1,\dots,x_n,e^{x_1},\dots,e^{x_n})\geq n.
	$$","Let $n >= 1$ and let $x_1,,x_n in C$ be $Q$-linearly independent. Then $$ Q(x_1,,x_n,e^ x_1 ,,e^ x_n ) >= n. $$",real_open_conjecture,1.0,0.97,0.92,Schanuel's conjecture is a major open transcendence conjecture asserting broad algebraic independence of x_i and e^{x_i}; central in transcendence theory with very wide-reaching consequences if resolved.,0.02,0.85,"Schanuel's conjecture is a major, longstanding open problem in transcendental number theory with no clear imminent breakthrough; near-term resolution is very unlikely.",gpt5mini-v5-open-exact-v1,"Schanuel's conjecture is a classical, major open problem in transcendence theory; the paper cites it as an assumption but does not prove it.",Paper states: 'The following conjecture is a major (and wide open) problem in number theory' and then gives Schanuel's conjecture (lines 3309–3315).,2026-04-05T18:18:45Z
3396,2605.29130v1,Mersenne numbers and the doubling map,http://arxiv.org/abs/2605.29130v1,https://arxiv.org/pdf/2605.29130v1,https://arxiv.org/e-print/2605.29130v1,M_doubling_final.tex,450,452,"\label{conj:prime_infinite}
The sequence of prime Mersenne numbers is infinite.",The sequence of prime Mersenne numbers is infinite.,real_open_conjecture,1.0,0.88,0.6,"Infinitely many Mersenne primes is a longstanding, major number-theoretic question whose resolution would be a significant advance in prime number theory.",0.01,0.1,Infinitude of Mersenne primes is a longstanding major open problem in number theory with no clear route to resolution; near-term solution is highly unlikely.,gpt5mini-v5-open-exact-v1,This is the classical open question whether Mersenne primes are infinite; the paper restates it as a conjecture and does not resolve it.,"Lines 447–452: ""One of the central open problems... We conclude this section by... Conjecture: The sequence of prime Mersenne numbers is infinite.""",2026-05-31T14:33:32Z
781,2603.02947v1,Acyclic sets and colorings in digraphs under restrictions on degrees and cycle lengths,http://arxiv.org/abs/2603.02947v1,https://arxiv.org/pdf/2603.02947v1,https://arxiv.org/e-print/2603.02947v1,version_03-03-2026.tex,145,146,"\label{conj:EH}{\emph{\cite{EH1989}}} For every graph $H$, there is $\varepsilon_H>0$ such that any graph $G$ on $n$ vertices which does not have $H$ as an induced subgraph satisfies $\max\{\alpha(G),\omega(G)\}\geq n^{\varepsilon_H}$.","For every graph $H$, there is $_H>0$ such that any graph $G$ on $n$ vertices which does not have $H$ as an induced subgraph satisfies $(G),(G) >= n^ _H $.",real_open_conjecture,0.99,0.9,0.95,"The classical Erdős–Hajnal conjecture — a flagship open problem in extremal graph theory whose resolution would have deep, far-reaching structural and theoretical consequences.",0.03,0.75,"Erdős–Hajnal is a decades-old, central open conjecture with many partial special-case results but no general method; full resolution in the next five years is unlikely.",gpt5mini-v5-open-exact-v1,The Erdős–Hajnal conjecture is cited as a central open problem; the paper does not claim a proof or disproof of the general conjecture.,Lines 145–146: Erdős–Hajnal conjecture stated. Line 142–143: described as one of the central questions in extremal graph theory (open).,2026-03-06T07:25:54Z
1183,2603.21000,Motivic Cohomology and K-groups of varieties over higher local fields,https://arxiv.org/abs/2603.21000,https://arxiv.org/pdf/2603.21000,https://arxiv.org/e-print/2603.21000,K-groups-Arxiv.tex,2161,2163,"(Bass Conjecture)
	 The groups $K_{n}(X)$ are finitely generated for all integers $n \geq 0$.",(Bass Conjecture) The groups $K_ n (X)$ are finitely generated for all integers $n >= 0$.,real_open_conjecture,0.99,0.86,0.86,"Classical Bass conjecture in algebraic K-theory: finite generation of K-groups for varieties. Deep, central problem with broad structural consequences in arithmetic geometry and K-theory.",0.02,0.7,"Bass conjecture is a classic, long-standing deep K-theory problem; only low-dimensional cases settled. No concrete route here to finish the full statement within five years.",gpt5mini-v5-open-exact-v1,The paper cites Bass Conjecture as a classical open prediction and explicitly states both conjectures remain open except in low dimensions; authors do not prove it here.,"Lines 2160-2163: statement of Bass Conjecture; Lines 2171-2172: 'In general, both conjectures remain open, except in the case where dim(X) ≤ 1.'",2026-03-29T14:04:36Z
1184,2603.21000,Motivic Cohomology and K-groups of varieties over higher local fields,https://arxiv.org/abs/2603.21000,https://arxiv.org/pdf/2603.21000,https://arxiv.org/e-print/2603.21000,K-groups-Arxiv.tex,2165,2167,"(Parshin Conjecture)
	 $K_{n}(X)$ are torsion for all integers $n \geq 1$.",(Parshin Conjecture) $K_ n (X)$ are torsion for all integers $n >= 1$.,real_open_conjecture,0.99,0.86,0.82,Parshin conjecture asserting torsionness of higher K-groups. A major complementary conjecture to Bass with substantial implications for finiteness and arithmetic K-theory.,0.02,0.7,"Parshin conjecture is a well-known hard conjecture in algebraic K-theory; despite partial progress, no indication of imminent complete resolution.",gpt5mini-v5-open-exact-v1,Parshin Conjecture is presented as a classical open conjecture; paper notes it remains open (except known low-dimensional cases) and does not resolve it.,"Lines 2165-2167: Parshin Conjecture statement; Lines 2171-2172: 'In general, both conjectures remain open, except in the case where dim(X) ≤ 1.'",2026-03-29T14:04:36Z
1189,2603.20961,Graham conjecture on small sets in abelian groups,https://arxiv.org/abs/2603.20961,https://arxiv.org/pdf/2603.20961,https://arxiv.org/e-print/2603.20961,main.tex,123,125,"\label{conj:main}
Let $G$ be an abelian group. Then every subset $A \subseteq G \setminus\{0\}$ is sequenceable.",Let $G$ be an abelian group. Then every subset $A subseteq G 0$ is sequenceable.,real_open_conjecture,0.99,0.78,0.85,"Graham/Alspach sequenceability conjecture is a longstanding, central problem in additive combinatorics and design theory; resolving it would have wide combinatorial consequences.",0.05,0.6,"Graham/Alspach is a prominent, longstanding combinatorial conjecture; recent progress addresses special cases, but full general resolution remains unlikely imminently.",gpt5mini-v5-open-exact-v1,Graham/Alspach conjecture is a well-known open problem; paper notes recent progress for large primes but explicitly states it remains open for general abelian groups.,Lines 103-105 and 121-125: 'recently proved for sufficiently large primes ... it remains open for general abelian groups' and statement of conjecture.,2026-03-29T14:04:36Z
1365,2603.29571v1,Randomstrasse101: Open Problems of 2025,http://arxiv.org/abs/2603.29571v1,https://arxiv.org/pdf/2603.29571v1,https://arxiv.org/e-print/2603.29571v1,Arxiv2025.tex,578,580,"For each dimension $d$, there exists an ETF in $\mathbb{C}^d$ with $n=d^2$ vectors.","For each dimension $d$, there exists an ETF in $C^d$ with $n=d^2$ vectors.",real_open_conjecture,0.99,0.88,0.8,"Zauner's Conjecture (existence of SIC‑POVMs in every dimension) is a central, long-standing conjecture linking quantum information, frame theory, and number theory with wide implications.",0.03,0.4,"Zauner's Conjecture is a classic, long‑standing SIC existence problem; only conditional number‑theory reductions recently. Unconditional resolution within five years seems very unlikely.",gpt5mini-v5-open-exact-v1,"Zauner's Conjecture (existence of SIC-POVMs / ETFs with n=d^2 for all d) is a longstanding, well-known open conjecture; paper notes no unconditional proof.",Lines 576–582: describes ETFs and states Zauner's Conjecture; notes conditional number-theory progress but 'An unconditional proof ... remains unavailable.',2026-04-05T18:09:57Z
2669,2605.21784v1,Constructions of Rank-Metric Codes of Small Tensor Rank,http://arxiv.org/abs/2605.21784v1,https://arxiv.org/pdf/2605.21784v1,https://arxiv.org/e-print/2605.21784v1,tensor.tex,252,262,"\label{conj:MDSconj}
		Let $C$ be an $\Fq$-linear MDS code of dimension $k$. If~$k \leq q$, then the length $R$ of $C$ satisfies
		\[
		R \leq 
		\begin{cases}
			q + 2 & \text{if } q = 2^h \text{ and } k \in \{3, q - 1\},\\
			q + 1 & \text{otherwise}.
			
		\end{cases}
		\]","Let $C$ be an $$-linear MDS code of dimension $k$. If $k <= q$, then the length $R$ of $C$ satisfies \[ R <= cases q + 2 & if q = 2^h and k in 3, q - 1 , q + 1 & otherwise. cases \]",real_open_conjecture,0.99,0.9,0.85,"The MDS conjecture is a longstanding, flagship problem in coding theory linking combinatorics and finite geometry; resolving it has major consequences across coding theory and related fields.",0.05,0.6,The MDS conjecture is a long-standing major open problem with many partial results; a full resolution within five years is unlikely without a breakthrough.,gpt5mini-v5-open-exact-v1,The MDS Conjecture is a well-known open problem; the paper states it as such and notes it remains open in general despite many partial results.,"Lines 252-262: MDS Conjecture stated. Line 265: 'Despite significant progress, the MDS Conjecture remains open in general for larger values of k and q.'",2026-05-26T15:56:19Z
2752,2605.19566v1,On the Goldbach problem with restricted primes,http://arxiv.org/abs/2605.19566v1,https://arxiv.org/pdf/2605.19566v1,https://arxiv.org/e-print/2605.19566v1,main.tex,199,201,"\label{Conj: binary}
    Every even integer greater than $2$ is the sum of two primes.",Every even integer greater than $2$ is the sum of two primes.,real_open_conjecture,0.99,0.96,0.9,"The binary Goldbach conjecture is a classical, landmark problem in additive number theory with very broad consequences; its resolution would be foundational for the field.",0.01,0.9,"Binary Goldbach is a classical, centuries-old flagship problem with no indicated imminent breakthrough; extremely unlikely to be resolved within five years.",gpt5mini-v5-open-exact-v1,"This is the classical binary Goldbach conjecture, explicitly noted in the paper as remaining unproven and used as background motivation.","Lines 197–202: ""The binary Goldbach Conjecture... Every even integer greater than 2 is the sum of two primes."" ""While Conjecture... remains unproven.""",2026-05-26T16:18:20Z
2753,2605.19566v1,On the Goldbach problem with restricted primes,http://arxiv.org/abs/2605.19566v1,https://arxiv.org/pdf/2605.19566v1,https://arxiv.org/e-print/2605.19566v1,main.tex,266,271,"\label{con: GRH}
    For any Dirichlet character $\chi$ modulo $q\in\N$, we have
    \begin{equation*}
        \cN\bigg(\frac{1}{2},\infty,\chi\bigg)=0.
    \end{equation*}","For any Dirichlet character $$ modulo $q in $, we have equation* (1 2 ,,)=0. equation*",real_open_conjecture,0.99,0.97,0.9,"The Generalized Riemann Hypothesis for Dirichlet L-functions is a central foundational conjecture in analytic number theory; proving it would have sweeping implications, including those conditional results in this paper.",0.01,0.9,"Generalized Riemann Hypothesis is a central, long-standing grand conjecture; no current route suggests resolution in the near term.",gpt5mini-v5-open-exact-v1,The Generalized Riemann Hypothesis for Dirichlet L-functions is stated as a conjecture and used conditionally; it is a classical open problem.,"Lines 266–271: Conjecture (GRH) stated: for any Dirichlet character χ modulo q, N(1/2,∞,χ)=0; used to derive stronger conditional results.",2026-05-26T16:18:20Z
